indice,ingles_original,mediana_bertscore,limite_inferior,limite_superior,num_pares_total,num_pares_discrepantes,status,status_manual
1453,University of Minnesota Teamsters approve strike authorization vote by large margin,0.88,0.66,1.1,21,0,consistente,
1454,Madison Square Garden Is Seeking to Sell the Liberty,0.79,0.59,0.98,21,0,consistente,
1455,Pentagon Denies Knowledge of Cameroon Base Abuses — Despite Being Aware of Reports of Torture,0.82,0.62,1.03,21,0,consistente,
1456,PressTV-‘Russia has right to retaliate against US property seizure’,0.82,0.62,1.03,21,0,consistente,
1457,"The GOP deserves this tax bill, but America doesn't.",0.92,0.69,1.15,21,0,consistente,
1458,FBI Cites “Black Identity Extremists” as Domestic Terror Threat,0.9,0.68,1.13,21,0,consistente,
1459,Harvey has knocked out a significant portion of the nation’s oil refining capacity,0.9,0.67,1.12,21,0,consistente,
1460,Tory MP caught red-handed sharing pro-Brexit fake news on social media,0.88,0.66,1.1,21,0,consistente,
1461,Right-wing groups are waging online campaign against new Star Wars films because ... too many women,0.95,0.71,1.18,21,0,consistente,
1462,Moon Express wants to mine the moon for minerals,0.87,0.65,1.08,21,0,consistente,
1463,Health Insurance Marketplaces Offer More Low-Cost Options than Ever Before,0.89,0.67,1.11,21,0,consistente,
1464,US military has been covering up civilian death counts from its bombing raids.,0.9,0.67,1.12,21,0,consistente,
1465,"ISIS releases new video, bragging that Las Vegas shooting is REVENGE for US attacks against their ‘caliphate’",0.91,0.69,1.14,21,0,consistente,
1466,Saudi Arabia Accuses Iran and Lebanon of Acts of War,0.91,0.68,1.13,21,0,consistente,
1467,Virginia woman was fired from her job after she was photographed flipping off Trump's motorcade,0.91,0.68,1.14,21,0,consistente,
1468,How the Obama Administration Bypassed Congress to Grant De Facto Amnesty to Young Illegals,0.89,0.67,1.12,21,0,consistente,
1469,Apple is reducing the accuracy of Face ID for quicker iPhone X production,0.94,0.7,1.17,21,0,consistente,
1470,Lufthansa to Buy Units of Air Berlin for $249 Million,0.93,0.69,1.16,21,0,consistente,
1471,White-Power Rock Bands Find Platform Online to Incite Hatred,0.87,0.65,1.08,21,0,consistente,
1472,Kushner Family Business Court Ordered to Give Up Names of Business Partners,0.82,0.62,1.03,21,0,consistente,
1473,Israel bans Code Pink and Jewish Voice for Peace from entering country while NYT forgets Gaza exists,0.87,0.65,1.09,21,0,consistente,
1474,Iraqi victory in Mosul feared to bring on ISIS’ ‘Phase 3’,0.9,0.67,1.12,21,0,consistente,
1475,Star Trek' Introduces Its First Gay Couple to the Universe,0.82,0.62,1.03,21,0,consistente,
1476,HACKED? CNN is investigating who accessed @AndersonCooper’s account and called Trump a ‘pathetic loser’,0.88,0.66,1.1,21,0,consistente,
1477,Why is the CIA allowing such open leaking about what Trump administration knew and when it knew it?,0.91,0.68,1.14,21,0,consistente,
1478,Japan and Utility Are Found Negligent Again in Fukushima Meltdowns,0.79,0.59,0.99,21,0,consistente,
1479,"Riton USA Announces the Launch of a New, Easy to Use Website",0.81,0.61,1.02,21,0,consistente,
1480,Future of the 328 forest conservation units in Brazilian Amazon to be determined by Federal Supreme Court – “Brazil is currently experiencing an unprecedented offensive against the conservation units”,0.87,0.65,1.09,21,0,consistente,
1481,Bulgaria Government Shocked To Discover It Owns $$3 Billion In Bitcoin,0.84,0.63,1.05,21,0,consistente,
1482,‘Game of Thrones’ deleted this important scene in Season 7 finale,0.89,0.67,1.11,21,0,consistente,
1483,BTS enters Billboard's Hot 100 charts with title track 'DNA',0.95,0.71,1.18,21,0,consistente,
1484,Entire eight-and-under football team takes a knee during national anthem,0.89,0.67,1.12,21,0,consistente,
1485,Canada's newest victim category trips up local airport in Toronto,0.9,0.68,1.13,21,0,consistente,
1486,News About Malia Obama – Barack Did it to Her!,0.88,0.66,1.1,21,0,consistente,
1487,Trump administration wants to make it harder for lawmakers to assist their immigrant constituents,0.87,0.66,1.09,21,0,consistente,
1488,"For Older Gays Who Might Re-enter the Closet, a Ball Invites Them Out",0.86,0.64,1.07,21,0,consistente,
1489,Photogallery - Apple could increase iPhone 8 sales by bundling it with freebies,0.85,0.63,1.06,21,0,consistente,
1490,"LOL: Twitter Responds to ""a dozen armed FBI woke up Manafort by knocking on his bedroom door.""",0.83,0.62,1.03,21,0,consistente,
1491,"Burundi exits the ICC, an interview with David Paul Jacobs",0.89,0.67,1.11,21,6,discrepante,
1492,The Organic Label is Losing Its Cachet with Shoppers,0.89,0.67,1.12,21,0,consistente,
1493,Dems pick Conor Lamb to run for PA-18 seat vacated by disgraced Tim Murphy,0.86,0.65,1.08,21,0,consistente,
1494,General Hospital' bombshell-Patient 6 will be declared Jason on November 30,0.88,0.66,1.1,21,0,consistente,
1495,Chicago Mayor Rahm Emanuel Walked Out On Chance The Rapper During A City Council Meeting,0.89,0.67,1.11,21,0,consistente,
1496,"PressTV-N Korea rejects UN bans, warns US of ‘great pain’",0.9,0.67,1.12,21,0,consistente,
1497,"Harvey update: Media analyzes its own analysis of Melania Trump’s shoes, finds it not sexist",0.88,0.66,1.1,21,0,consistente,
1498,"Pokemon Go' is bringing the Legendary Birds, Unown, and Mr. Mime in a new event",0.9,0.68,1.13,21,0,consistente,
1499,A NSC Official Booked a Room at Mar-a-Lago and the Government Picked up the Tab,0.93,0.7,1.16,21,0,consistente,
1500,"Photogallery - Pittsburgh Steelers dropped the ball, lost to New England Patriots",0.87,0.65,1.09,21,0,consistente,
1501,NEO – Saudi Arabia and Israel replace Syria with Lebanon as their next victim,0.96,0.72,1.2,21,0,consistente,
1502,Reunion in New England: Patriots claim former tight end Martellus Bennett,0.89,0.67,1.11,21,0,consistente,
1503,Rick and Morty' just killed off a fan favorite,0.84,0.63,1.05,21,0,consistente,
1504,Why Is the UN Setting up Operations in Various Locations Inside the US?,0.92,0.69,1.15,21,0,consistente,
1505,More U.S. Parks and Attractions Are Offering Online Reservations,0.92,0.69,1.16,21,0,consistente,
1506,Burger King Russia Introduces The “Whoppercoin” – The Fast-Food Industry’s First Digital Currency,0.87,0.65,1.09,21,0,consistente,
1507,Cartier Hosted a Lavish Takeover of Governors Island With Caviar and Diamonds,0.86,0.64,1.07,21,0,consistente,
1508,Court denies all Peanut Corp. of America criminal appeals,0.93,0.7,1.17,21,0,consistente,
1509,Facebook is going to release 3000 ads used by Russians,0.89,0.67,1.12,21,0,consistente,
1510,Cleveland Cavaliers will most likely waive their big man,0.82,0.61,1.02,21,0,consistente,
1511,"Der Postillon: Mann mit 6800 Atomraketen bezeichnet Mann mit 15 Atomraketen als ""Rocket Man""",0.84,0.63,1.04,21,0,consistente,
1512,Photogallery - Disney to end streaming partnership with Netflix by 2019,0.9,0.68,1.13,21,0,consistente,
1513,Apple to Spend $$1 Billion on Original Content—Netflix and Amazon Are Unimpressed,0.88,0.66,1.1,21,0,consistente,
1514,CANADA: Judge (who appears to be a Muslim) strikes down section of Quebec law that bans Muslim face-coverings,0.89,0.67,1.12,21,0,consistente,
1515,"Fox News host calls out Trump, GOP over phony 'secret society' FBI conspiracy",0.91,0.69,1.14,21,0,consistente,
1516,"Gun Owners Need the NRA, and the NRA Needs You",0.94,0.71,1.18,21,0,consistente,
1517,The U.S. Should Support Kurdish Independence for Moral and Practical Reasons,0.85,0.64,1.06,21,0,consistente,
1518,California adopts measure to take guns from those in the ‘Hate Crime Loophole’,0.83,0.62,1.04,21,0,consistente,
1519,"I Was In The Illuminati…now I Am Telling All (obama, Space Flights, Denver, Aliens)",0.86,0.64,1.07,21,0,consistente,
1520,15000 and counting scientists sign letter of warning to humanity.,0.87,0.65,1.09,21,0,consistente,
1521,Afternoon Mirror: Reader Calls Me A ‘Truly Horrible Person’,0.83,0.62,1.04,21,0,consistente,
1522,Future Apple Macs to make adjusting volume very easy,0.86,0.64,1.07,21,0,consistente,
1523,"For $350 in Rent, a Tenant Becomes a Landlord’s Helper",0.88,0.66,1.1,21,0,consistente,
1524,"Corker Says He Hasn’t Read Tax Bill, Denies Quid Pro Quo",0.85,0.64,1.06,21,0,consistente,
1525,NJ Politics Digest: Judge Could Decide to Toss Menendez Charges,0.84,0.63,1.05,21,0,consistente,
1526,"Jim Bob Duggar humiliates 'single' Jana Duggar, brags up John-David on birthday",0.92,0.69,1.14,21,0,consistente,
1527,Activists Name Public Toilet After Interior Secretary Ryan Zinke in Protest,0.91,0.68,1.14,21,0,consistente,
1528,Professor rightly cautions Cornell on celebrating its FIRE due process rating,0.83,0.63,1.04,21,0,consistente,
1529,"As ISIS’ Role in Syria Wanes, Other Conflicts Take the Stage",0.85,0.64,1.07,21,0,consistente,
1530,White supremacist finally served for ‘terror campaign’ targeting Jewish woman — after five months in hiding,0.86,0.65,1.08,21,0,consistente,
1531,Should I create a separate blog focused on Domaining?,0.89,0.67,1.12,21,0,consistente,
1532,"Trump to Disavow Iran Nuclear Deal, Not Abandon It",0.88,0.66,1.1,21,0,consistente,
1533,Both Parties Have Failed to Learn the Lessons of 2016,0.86,0.64,1.07,21,0,consistente,
1534,Some Bernie Sanders Supporters Organize National Meeting for Purpose of Creating a Progressive Party,0.92,0.69,1.15,21,0,consistente,
1535,"Trump blames Texas mass shooting on mental illness. With 26 dead, it 'isn't a guns situation'",0.91,0.68,1.14,21,0,consistente,
1536,Saudi 5th-grade textbook: The “Hour” will come after Muslims “kill the Jews”,0.83,0.62,1.03,21,0,consistente,
1537,Mueller's indictment of Manafort and Papadopoulos plea may mean fall of Trump,0.96,0.72,1.2,21,0,consistente,
1538,"35 years ago today, The Young Ones made their debut on the BBC",0.86,0.64,1.07,21,0,consistente,
1539,Halliburton shares up premarket after market beating fourth quarter,0.86,0.64,1.07,21,0,consistente,
1540,Democrats Call on Rep. John Conyers to Resign in Light of Sexual Misconduct Claim,0.9,0.68,1.13,21,0,consistente,
1541,Inez Barron Wants to Become the First Black NYC Council Speaker,0.88,0.66,1.1,21,0,consistente,
1542,Indiana: Muslims enraged by billboard telling truth about Muhammad,0.86,0.65,1.08,21,0,consistente,
1543,YIKES: Debbie Wasserman Schultz REALLY should have sat this one out,0.8,0.6,1.0,21,0,consistente,
1544,Homosexual Ellen DeGeneres faces backlash over Katy Perry tweet,0.81,0.61,1.01,21,0,consistente,
1545,"Six Muslim “refugees” arrested, plotted major Christmas market attack in Germany",0.94,0.7,1.17,21,0,consistente,
1546,"No, NASA Is Not Developing Flying Taxis for Uber",0.92,0.69,1.15,21,0,consistente,
1547,Not quite woke: AP deletes tweet after misgendering newly elected transgender council member,0.83,0.62,1.03,21,0,consistente,
1548,So who’s buying CNN’s explanation for the anti-Trump tweet from @AndersonCooper,0.93,0.7,1.17,21,0,consistente,
1549,"Wait, what? Cory Booker says instead of building wall on the southern border we should build tunnels",0.96,0.72,1.2,21,0,consistente,
1550,"‘Friday the 13th: The Game’ dev previews secret game mode, Spring Break DLC",0.8,0.6,1.0,21,0,consistente,
1551,Richard Dreyfuss's Son Harry Alleges Kevin Spacey Groped Him at Age 18,0.92,0.69,1.15,21,0,consistente,
1552,The Grande Dame of Documentary Is Leaving Her Home at HBO,0.85,0.63,1.06,21,0,consistente,
1553,Iron Man is real: Richard Browning sets jet suit speed record,0.92,0.69,1.15,21,0,consistente,
1554,Man shot by Chicago police officer is awarded $$44.7 million,0.91,0.68,1.14,21,0,consistente,
1555,The Boston Globe seems surprised that Mitt Romney is living like a private citizen,0.93,0.7,1.16,21,0,consistente,
1556,ISIS calls on Muslims to commit jihad attacks at hurricane relief centers,0.88,0.66,1.1,21,0,consistente,
1557,Multi-Year Breakout in Gold at $1400 Could Boost Junior Miners,0.81,0.61,1.01,21,0,consistente,
1558,Photogallery - Peter Dinklage asks 'Game Of Thrones' fans to stop buying huskies,0.95,0.71,1.19,21,0,consistente,
1559,"Photogallery - Transgender troop enlistment not happening yet, Pentagon delays it for 6 months",0.85,0.64,1.06,21,0,consistente,
1560,Josh Duggar left kids with family ahead of his new baby,0.94,0.7,1.17,21,0,consistente,
1561,"Toronto Maple Leafs may need to trade Leo Komarov, Tyler Bozak, or Matt Martin",0.94,0.7,1.17,21,0,consistente,
1562,Jeff Bezos donates $33 million to fund college scholarships for ‘Dreamers’,0.92,0.69,1.15,21,0,consistente,
1563,The Cryptocurrency Phenomenon - What You Need To Know Moving Forward,0.84,0.63,1.05,21,0,consistente,
1564,Maintenance Man Recalls His Time On The 32nd Floor Before Las Vegas Shooting,0.78,0.59,0.98,21,0,consistente,
1565,America's Wealthiest Private School Admits Staff Showed Conversion Therapy Video,0.93,0.69,1.16,21,0,consistente,
1566,"$$2,000/year Muslim girls’ school won’t provide toilet paper or soap for students ‘for cultural reasons’",0.87,0.65,1.09,21,0,consistente,
1567,Why Everyone is Wearing Black at the Golden Globes,0.83,0.62,1.04,21,0,consistente,
1568,Fobus Holster Announces Launch of its Summer Carry Giveaway,0.9,0.68,1.13,21,0,consistente,
1569,Justice Department issues memo on religious liberty to federal agencies,0.94,0.71,1.18,21,0,consistente,
1570,Bill Maher blames Fox News for white supremacy violence in Charlottesville,0.92,0.69,1.15,21,0,consistente,
1571,Team Wilson Combat Brings Home IDPA National Championship Titles,0.89,0.67,1.12,21,0,consistente,
1572,Catholics encounter the homeless on the streets of Hollywood,0.84,0.63,1.05,21,0,consistente,
1573,"In open letter, Team Hillary accuses Donna Brazile of buying into ‘Russian-fueled propaganda’",0.92,0.69,1.15,21,0,consistente,
1574,The EU now threatens the Republic of Ireland with a hard border,0.88,0.66,1.1,21,0,consistente,
1575,Bill Maher trolls Donald Trump presidency with his Christmas tweet,0.85,0.64,1.07,21,0,consistente,
1576,Trump has nominated at least six 'explicitly anti-LGBTQ activists' to federal judgeships,0.88,0.66,1.1,21,0,consistente,
1577,LOCK HIM UP: Kyle Adam Maraghy arrested for sucker punching fan at Panthers-Eagles game,0.82,0.61,1.02,21,1,discrepante,
1578,Surgeons Remove 263 Coins And 100 Nails From One Man’s Stomach,0.95,0.71,1.19,21,0,consistente,
1579,Photogallery - GOP postpones healthcare vote following Sen. McCain surgery,0.88,0.66,1.11,21,0,consistente,
1580,A reporter asked Trump what his health care plan is. He didn't know,0.92,0.69,1.15,21,0,consistente,
1581,Chicago Cubs coaching staff expected to lose Dave Martinez,0.86,0.65,1.08,21,0,consistente,
1582,What Is the Iran Nuclear Deal? And Why Does Trump Hate It?,0.9,0.67,1.12,21,0,consistente,
1583,Makeup artist demands apology from Ben Affleck for allegedly grabbing her bottom,0.85,0.64,1.07,21,0,consistente,
1584,Photogallery - Apple is expected to unveil the iOS 11 & iPhone 8 next month,0.89,0.67,1.12,21,0,consistente,
1585,Yankees Hope to Have Holliday and Castro Back Next Weekend,0.9,0.68,1.13,21,0,consistente,
1586,More Than Sports: Stadiums Try Video Games and Surfing,0.83,0.63,1.04,21,0,consistente,
1587,Super Mario Odyssey Nintendo sampled every Mario game to form a masterpiece.,0.88,0.66,1.1,21,0,consistente,
1588,After 72 Years the Sea Finally Gives Up This Historic Shipwreck (VIDEO),0.92,0.69,1.14,21,0,consistente,
1589,It Begins. Owner of Historic US Clothing Company Pulls Ads from NFL Games,0.86,0.64,1.07,21,0,consistente,
1590,How the South Pacific Countries Are Selling Their Votes,0.96,0.72,1.2,21,0,consistente,
1591,"Photogallery - California: lawmaker shelves health care proposal, receives death threat",0.91,0.69,1.14,21,0,consistente,
1592,Julia Barretto Might Have Showed Off the OPPO F5 Plus,0.9,0.68,1.13,21,0,consistente,
1593,"‘She did NOT wear that!’ Check out San Juan mayor’s latest statement t-shirt [pic, video]",0.88,0.66,1.1,21,0,consistente,
1594,"Hurricane Harvey closes on Texas coast, slow-moving storm set to trigger massive floods",0.85,0.64,1.07,21,0,consistente,
1595,Donald Trump seeks to punish teachers with 'morally bankrupt' tax plan,0.93,0.7,1.17,21,0,consistente,
1596,Photogallery - 'Disco Demolition Night’ 38 years later: Steve Dahl changes disco forever,0.88,0.66,1.1,21,0,consistente,
1597,How the god you worship influences the ghosts you see,0.88,0.66,1.1,21,0,consistente,
1598,Libertarian Activist and Candidate for State Senate Corey Fauconier Calls on Fellow African-Americans to Vote Hyra!,0.88,0.66,1.1,21,0,consistente,
1599,Big Government and Environmentalists Are Causing Massive Fires in Western States,0.77,0.57,0.96,21,1,discrepante,
1600,Video from 2012: What did Jimmy Kimmel know about Harvey Weinstein and when did he know it?,0.93,0.7,1.16,21,0,consistente,
1601,President Trump rescinds DACA mostly on false pretenses that are obvious,0.81,0.61,1.02,21,0,consistente,
