frases_ingles,metrica,modelo,score
blow off steam,COMET22,mistral,0.49616560339927673
blow off steam,KIWI-XL,mistral,0.400298535823822
blow off steam,XCOMET-XL,mistral,0.6322871446609497
blow off steam,ROUGE,qwen,0.0
blow off steam,BLEU,qwen,0.0
blow off steam,BERTSCORE,qwen,0.7852541208267212
blow off steam,BLEURT,qwen,-0.6804099082946777
blow off steam,COMET22,qwen,0.6448516249656677
blow off steam,KIWI-XL,qwen,0.957858681678772
blow off steam,XCOMET-XL,qwen,0.9836061000823975
let the cat out of the bag,ROUGE,gemini,0.2
let the cat out of the bag,BLEU,gemini,0.0
let the cat out of the bag,BERTSCORE,gemini,0.6998452544212341
let the cat out of the bag,BLEURT,gemini,-1.1006264686584473
let the cat out of the bag,COMET22,gemini,0.5587252974510193
let the cat out of the bag,KIWI-XL,gemini,1.025177001953125
let the cat out of the bag,XCOMET-XL,gemini,0.7444877624511719
let the cat out of the bag,ROUGE,gemma3,0.2
let the cat out of the bag,BLEU,gemma3,0.0
let the cat out of the bag,BERTSCORE,gemma3,0.6953994631767273
let the cat out of the bag,BLEURT,gemma3,-0.8867000341415405
let the cat out of the bag,COMET22,gemma3,0.5527895092964172
let the cat out of the bag,KIWI-XL,gemma3,0.8484797477722168
let the cat out of the bag,XCOMET-XL,gemma3,0.8250071406364441
let the cat out of the bag,ROUGE,gemmaX,1.0
let the cat out of the bag,BLEU,gemmaX,0.8091067115702212
let the cat out of the bag,BERTSCORE,gemmaX,1.0
let the cat out of the bag,BLEURT,gemmaX,1.0836046934127808
let the cat out of the bag,COMET22,gemmaX,0.9655309319496155
let the cat out of the bag,KIWI-XL,gemmaX,0.9351146221160889
let the cat out of the bag,XCOMET-XL,gemmaX,1.0
let the cat out of the bag,ROUGE,gpt,0.2
let the cat out of the bag,BLEU,gpt,0.0
let the cat out of the bag,BERTSCORE,gpt,0.6953994631767273
let the cat out of the bag,BLEURT,gpt,-0.8867000341415405
let the cat out of the bag,COMET22,gpt,0.552789568901062
let the cat out of the bag,KIWI-XL,gpt,0.5439175367355347
let the cat out of the bag,XCOMET-XL,gpt,0.8325060606002808
let the cat out of the bag,ROUGE,llama,0.8571428571428571
let the cat out of the bag,BLEU,llama,0.6803749333171202
let the cat out of the bag,BERTSCORE,llama,0.9285303950309753
let the cat out of the bag,BLEURT,llama,0.7514026165008545
let the cat out of the bag,COMET22,llama,0.8921633362770081
let the cat out of the bag,KIWI-XL,llama,0.9589437246322632
let the cat out of the bag,XCOMET-XL,llama,0.9911357164382935
let the cat out of the bag,ROUGE,marian,1.0
let the cat out of the bag,BLEU,marian,0.8091067115702212
let the cat out of the bag,BERTSCORE,marian,1.0
let the cat out of the bag,BLEURT,marian,1.0836046934127808
let the cat out of the bag,COMET22,marian,0.965316116809845
let the cat out of the bag,KIWI-XL,marian,0.9826921224594116
let the cat out of the bag,XCOMET-XL,marian,1.0
let the cat out of the bag,ROUGE,meta,1.0
let the cat out of the bag,BLEU,meta,0.6803749333171202
let the cat out of the bag,BERTSCORE,meta,0.9605996012687683
let the cat out of the bag,BLEURT,meta,1.0949523448944092
let the cat out of the bag,COMET22,meta,0.9451289176940918
let the cat out of the bag,KIWI-XL,meta,0.9814144372940063
let the cat out of the bag,XCOMET-XL,meta,1.0
let the cat out of the bag,ROUGE,mistral,1.0
let the cat out of the bag,BLEU,mistral,0.6803749333171202
let the cat out of the bag,BERTSCORE,mistral,0.9605996012687683
let the cat out of the bag,BLEURT,mistral,1.0949523448944092
let the cat out of the bag,COMET22,mistral,0.9516505599021912
let the cat out of the bag,KIWI-XL,mistral,1.0482653379440308
let the cat out of the bag,XCOMET-XL,mistral,1.0
let the cat out of the bag,ROUGE,qwen,0.0
let the cat out of the bag,BLEU,qwen,0.0
let the cat out of the bag,BERTSCORE,qwen,0.6685952544212341
let the cat out of the bag,BLEURT,qwen,-0.9021168947219849
let the cat out of the bag,COMET22,qwen,0.5032967925071716
let the cat out of the bag,KIWI-XL,qwen,1.072394609451294
let the cat out of the bag,XCOMET-XL,qwen,0.9486525058746338
bite off more than you can chew,ROUGE,gemini,1.0
bite off more than you can chew,BLEU,gemini,0.6803749333171202
bite off more than you can chew,BERTSCORE,gemini,0.9582967162132263
bite off more than you can chew,BLEURT,gemini,1.1005419492721558
bite off more than you can chew,COMET22,gemini,0.8888209462165833
bite off more than you can chew,KIWI-XL,gemini,-0.026125017553567886
bite off more than you can chew,XCOMET-XL,gemini,0.8642478585243225
bite off more than you can chew,ROUGE,gemma3,0.9333333333333333
bite off more than you can chew,BLEU,gemma3,0.7259795291154771
bite off more than you can chew,BERTSCORE,gemma3,0.9377038478851318
bite off more than you can chew,BLEURT,gemma3,0.841728687286377
bite off more than you can chew,COMET22,gemma3,0.8505861163139343
bite off more than you can chew,KIWI-XL,gemma3,0.27461981773376465
bite off more than you can chew,XCOMET-XL,gemma3,0.8816527128219604
bite off more than you can chew,ROUGE,gemmaX,0.6153846153846153
bite off more than you can chew,BLEU,gemmaX,0.0
bite off more than you can chew,BERTSCORE,gemmaX,0.848152756690979
bite off more than you can chew,BLEURT,gemmaX,-0.5142771601676941
bite off more than you can chew,COMET22,gemmaX,0.6698368191719055
bite off more than you can chew,KIWI-XL,gemmaX,0.7056244611740112
bite off more than you can chew,XCOMET-XL,gemmaX,0.8878112435340881
bite off more than you can chew,ROUGE,gpt,0.8571428571428571
bite off more than you can chew,BLEU,gpt,0.6803749333171202
bite off more than you can chew,BERTSCORE,gpt,0.9396355152130127
bite off more than you can chew,BLEURT,gpt,0.9409145712852478
bite off more than you can chew,COMET22,gpt,0.864473819732666
bite off more than you can chew,KIWI-XL,gpt,0.30194681882858276
bite off more than you can chew,XCOMET-XL,gpt,0.8261221647262573
bite off more than you can chew,ROUGE,llama,0.6153846153846153
bite off more than you can chew,BLEU,llama,0.0
bite off more than you can chew,BERTSCORE,llama,0.8560866713523865
bite off more than you can chew,BLEURT,llama,0.0735129565000534
bite off more than you can chew,COMET22,llama,0.6185200214385986
bite off more than you can chew,KIWI-XL,llama,0.7581844329833984
bite off more than you can chew,XCOMET-XL,llama,0.7670512795448303
bite off more than you can chew,ROUGE,marian,0.7692307692307692
bite off more than you can chew,BLEU,marian,0.6431870218238024
bite off more than you can chew,BERTSCORE,marian,0.9351328611373901
bite off more than you can chew,BLEURT,marian,0.18975137174129486
bite off more than you can chew,COMET22,marian,0.7524756789207458
bite off more than you can chew,KIWI-XL,marian,0.05427602678537369
bite off more than you can chew,XCOMET-XL,marian,0.8242409825325012
bite off more than you can chew,ROUGE,meta,0.30769230769230765
bite off more than you can chew,BLEU,meta,0.0
bite off more than you can chew,BERTSCORE,meta,0.7909728288650513
bite off more than you can chew,BLEURT,meta,-1.0391279458999634
bite off more than you can chew,COMET22,meta,0.4146648049354553
bite off more than you can chew,KIWI-XL,meta,0.232764333486557
bite off more than you can chew,XCOMET-XL,meta,0.7054191827774048
bite off more than you can chew,ROUGE,mistral,0.0
bite off more than you can chew,BLEU,mistral,0.0
bite off more than you can chew,BERTSCORE,mistral,0.7422761917114258
bite off more than you can chew,BLEURT,mistral,-0.9158841371536255
bite off more than you can chew,COMET22,mistral,0.3970643877983093
bite off more than you can chew,KIWI-XL,mistral,0.6352176666259766
bite off more than you can chew,XCOMET-XL,mistral,0.48890718817710876
bite off more than you can chew,ROUGE,qwen,0.7692307692307692
bite off more than you can chew,BLEU,qwen,0.6431870218238024
bite off more than you can chew,BERTSCORE,qwen,0.9259029626846313
bite off more than you can chew,BLEURT,qwen,0.23844890296459198
bite off more than you can chew,COMET22,qwen,0.7796273827552795
bite off more than you can chew,KIWI-XL,qwen,0.32715460658073425
bite off more than you can chew,XCOMET-XL,qwen,0.8477778434753418
my hands are tied,ROUGE,gemini,0.0
my hands are tied,BLEU,gemini,0.0
my hands are tied,BERTSCORE,gemini,0.7276465892791748
my hands are tied,BLEURT,gemini,0.34171685576438904
my hands are tied,COMET22,gemini,0.5385475754737854
my hands are tied,KIWI-XL,gemini,0.7050259709358215
my hands are tied,XCOMET-XL,gemini,0.902878999710083
my hands are tied,ROUGE,gemma3,1.0
my hands are tied,BLEU,gemma3,0.0
my hands are tied,BERTSCORE,gemma3,0.9298693537712097
my hands are tied,BLEURT,gemma3,1.1044211387634277
my hands are tied,COMET22,gemma3,0.9588432908058167
my hands are tied,KIWI-XL,gemma3,1.13926362991333
my hands are tied,XCOMET-XL,gemma3,1.0
my hands are tied,ROUGE,gemmaX,1.0
my hands are tied,BLEU,gemmaX,0.0
my hands are tied,BERTSCORE,gemmaX,1.0
my hands are tied,BLEURT,gemmaX,1.0870596170425415
my hands are tied,COMET22,gemmaX,0.9737643003463745
my hands are tied,KIWI-XL,gemmaX,1.0843100547790527
my hands are tied,XCOMET-XL,gemmaX,1.0
my hands are tied,ROUGE,gpt,1.0
my hands are tied,BLEU,gpt,0.0
my hands are tied,BERTSCORE,gpt,0.9298693537712097
my hands are tied,BLEURT,gpt,1.1044211387634277
my hands are tied,COMET22,gpt,0.9588432312011719
my hands are tied,KIWI-XL,gpt,1.13926362991333
my hands are tied,XCOMET-XL,gpt,1.0
my hands are tied,ROUGE,llama,1.0
my hands are tied,BLEU,llama,0.0
my hands are tied,BERTSCORE,llama,0.9298693537712097
my hands are tied,BLEURT,llama,1.1044211387634277
my hands are tied,COMET22,llama,0.9547333717346191
my hands are tied,KIWI-XL,llama,1.1112873554229736
my hands are tied,XCOMET-XL,llama,1.0
my hands are tied,ROUGE,marian,1.0
my hands are tied,BLEU,marian,0.0
my hands are tied,BERTSCORE,marian,0.9298693537712097
my hands are tied,BLEURT,marian,1.1044211387634277
my hands are tied,COMET22,marian,0.9515988230705261
my hands are tied,KIWI-XL,marian,1.0970321893692017
my hands are tied,XCOMET-XL,marian,1.0
my hands are tied,ROUGE,meta,0.6666666666666665
my hands are tied,BLEU,meta,0.0
my hands are tied,BERTSCORE,meta,0.8661454916000366
my hands are tied,BLEURT,meta,0.8250676393508911
my hands are tied,COMET22,meta,0.8599534034729004
my hands are tied,KIWI-XL,meta,0.13268783688545227
my hands are tied,XCOMET-XL,meta,0.8426603078842163
my hands are tied,ROUGE,mistral,0.5
my hands are tied,BLEU,mistral,0.0
my hands are tied,BERTSCORE,mistral,0.9031828045845032
my hands are tied,BLEURT,mistral,0.9978652000427246
my hands are tied,COMET22,mistral,0.9031476974487305
my hands are tied,KIWI-XL,mistral,1.1298068761825562
my hands are tied,XCOMET-XL,mistral,0.9874081611633301
my hands are tied,ROUGE,qwen,1.0
my hands are tied,BLEU,qwen,0.0
my hands are tied,BERTSCORE,qwen,0.9298693537712097
my hands are tied,BLEURT,qwen,1.1044211387634277
my hands are tied,COMET22,qwen,0.9563274383544922
my hands are tied,KIWI-XL,qwen,1.0956579446792603
my hands are tied,XCOMET-XL,qwen,1.0
dime a dozen,ROUGE,gemini,0.0
dime a dozen,BLEU,gemini,0.0
dime a dozen,BERTSCORE,gemini,0.7160301208496094
dime a dozen,BLEURT,gemini,-0.9410258531570435
dime a dozen,COMET22,gemini,0.41674184799194336
dime a dozen,KIWI-XL,gemini,0.2313314974308014
dime a dozen,XCOMET-XL,gemini,0.6236216425895691
dime a dozen,ROUGE,gemma3,0.6666666666666666
dime a dozen,BLEU,gemma3,0.0
dime a dozen,BERTSCORE,gemma3,0.8180144429206848
dime a dozen,BLEURT,gemma3,-0.46323642134666443
dime a dozen,COMET22,gemma3,0.6722902655601501
dime a dozen,KIWI-XL,gemma3,0.7640442848205566
dime a dozen,XCOMET-XL,gemma3,0.9436193704605103
dime a dozen,ROUGE,gemmaX,0.6666666666666666
dime a dozen,BLEU,gemmaX,0.0
dime a dozen,BERTSCORE,gemmaX,0.8174374103546143
dime a dozen,BLEURT,gemmaX,-0.24296249449253082
dime a dozen,COMET22,gemmaX,0.6647863984107971
dime a dozen,KIWI-XL,gemmaX,0.6551109552383423
dime a dozen,XCOMET-XL,gemmaX,0.9228004813194275
dime a dozen,ROUGE,gpt,0.0
dime a dozen,BLEU,gpt,0.0
dime a dozen,BERTSCORE,gpt,0.6571879386901855
dime a dozen,BLEURT,gpt,-0.9214553236961365
dime a dozen,COMET22,gpt,0.5847460627555847
dime a dozen,KIWI-XL,gpt,0.9515209197998047
dime a dozen,XCOMET-XL,gpt,0.8623079657554626
dime a dozen,ROUGE,llama,0.2222222222222222
dime a dozen,BLEU,llama,0.0
dime a dozen,BERTSCORE,llama,0.6443232893943787
dime a dozen,BLEURT,llama,-0.9415187239646912
dime a dozen,COMET22,llama,0.39963266253471375
dime a dozen,KIWI-XL,llama,0.2654215395450592
dime a dozen,XCOMET-XL,llama,0.7018513679504395
dime a dozen,ROUGE,marian,0.6666666666666666
dime a dozen,BLEU,marian,0.0
dime a dozen,BERTSCORE,marian,0.8112109303474426
dime a dozen,BLEURT,marian,-0.042524054646492004
dime a dozen,COMET22,marian,0.5823315978050232
dime a dozen,KIWI-XL,marian,0.802807629108429
dime a dozen,XCOMET-XL,marian,0.9321173429489136
dime a dozen,ROUGE,meta,0.0
dime a dozen,BLEU,meta,0.0
dime a dozen,BERTSCORE,meta,0.6692181825637817
dime a dozen,BLEURT,meta,-1.2967649698257446
dime a dozen,COMET22,meta,0.38234320282936096
dime a dozen,KIWI-XL,meta,0.7967596054077148
dime a dozen,XCOMET-XL,meta,0.5064501762390137
dime a dozen,ROUGE,mistral,0.6666666666666666
dime a dozen,BLEU,mistral,0.0
dime a dozen,BERTSCORE,mistral,0.8595990538597107
dime a dozen,BLEURT,mistral,-0.520027220249176
dime a dozen,COMET22,mistral,0.7345948815345764
dime a dozen,KIWI-XL,mistral,0.9463450312614441
dime a dozen,XCOMET-XL,mistral,0.9202901124954224
dime a dozen,ROUGE,qwen,0.0
dime a dozen,BLEU,qwen,0.0
dime a dozen,BERTSCORE,qwen,0.7555701732635498
dime a dozen,BLEURT,qwen,-1.2508223056793213
dime a dozen,COMET22,qwen,0.5256882309913635
dime a dozen,KIWI-XL,qwen,0.4734559655189514
dime a dozen,XCOMET-XL,qwen,0.7313119173049927
leave no stone unturned,ROUGE,gemini,0.28571428571428575
leave no stone unturned,BLEU,gemini,0.0
leave no stone unturned,BERTSCORE,gemini,0.7800546884536743
leave no stone unturned,BLEURT,gemini,-0.7747430801391602
leave no stone unturned,COMET22,gemini,0.6224846243858337
leave no stone unturned,KIWI-XL,gemini,0.41317933797836304
leave no stone unturned,XCOMET-XL,gemini,0.9263771772384644
leave no stone unturned,ROUGE,gemma3,1.0
leave no stone unturned,BLEU,gemma3,0.0
leave no stone unturned,BERTSCORE,gemma3,0.9652609825134277
leave no stone unturned,BLEURT,gemma3,1.1103652715682983
leave no stone unturned,COMET22,gemma3,0.9493473172187805
leave no stone unturned,KIWI-XL,gemma3,0.663896918296814
leave no stone unturned,XCOMET-XL,gemma3,0.9950003623962402
leave no stone unturned,ROUGE,gemmaX,0.4
leave no stone unturned,BLEU,gemmaX,0.0
leave no stone unturned,BERTSCORE,gemmaX,0.8031903505325317
leave no stone unturned,BLEURT,gemmaX,-0.2797239124774933
leave no stone unturned,COMET22,gemmaX,0.6505605578422546
leave no stone unturned,KIWI-XL,gemmaX,0.031642019748687744
leave no stone unturned,XCOMET-XL,gemmaX,0.825716495513916
leave no stone unturned,ROUGE,gpt,1.0
leave no stone unturned,BLEU,gpt,1.0
leave no stone unturned,BERTSCORE,gpt,1.0
leave no stone unturned,BLEURT,gpt,1.1121011972427368
leave no stone unturned,COMET22,gpt,0.9753319621086121
leave no stone unturned,KIWI-XL,gpt,0.6342776417732239
leave no stone unturned,XCOMET-XL,gpt,0.9956640005111694
leave no stone unturned,ROUGE,llama,0.5
leave no stone unturned,BLEU,llama,0.0
leave no stone unturned,BERTSCORE,llama,0.9005388617515564
leave no stone unturned,BLEURT,llama,-0.4889112412929535
leave no stone unturned,COMET22,llama,0.8005550503730774
leave no stone unturned,KIWI-XL,llama,0.07008340954780579
leave no stone unturned,XCOMET-XL,llama,0.9284289479255676
leave no stone unturned,ROUGE,marian,0.0
leave no stone unturned,BLEU,marian,0.0
leave no stone unturned,BERTSCORE,marian,0.7563287615776062
leave no stone unturned,BLEURT,marian,-0.11846287548542023
leave no stone unturned,COMET22,marian,0.5517925024032593
leave no stone unturned,KIWI-XL,marian,-0.11587835848331451
leave no stone unturned,XCOMET-XL,marian,0.7888963222503662
