indice,dataset,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
308,manual_data,big league,grande liga,gpt,prompt2,gemma3,prompt2,Grandes ligas,0.8427
308,manual_data,big league,grande liga,gpt,prompt2,gemma3,prompt4,A grande liga.,0.8258
308,manual_data,big league,grande liga,gpt,prompt2,gemmaX,sem_prompt,big league,0.8936
47,manual_data,I need to buy groceries this afternoon.,Preciso comprar mantimentos esta tarde.,gemmaX,sem_prompt,gpt,prompt2,Preciso comprar mantimentos esta tarde.,0.95
47,manual_data,I need to buy groceries this afternoon.,Preciso comprar mantimentos esta tarde.,gemmaX,sem_prompt,gpt,prompt4,Preciso fazer compras hoje à tarde.,0.964
47,manual_data,I need to buy groceries this afternoon.,Preciso comprar mantimentos esta tarde.,gemmaX,sem_prompt,gemini,prompt2,Preciso comprar mantimentos esta tarde.,0.95
47,manual_data,I need to buy groceries this afternoon.,Preciso comprar mantimentos esta tarde.,gemmaX,sem_prompt,gemini,prompt4,Preciso pescar mantimentos esta tarde.,0.9317
47,manual_data,I need to buy groceries this afternoon.,Preciso comprar mantimentos esta tarde.,gemmaX,sem_prompt,gemma3,prompt2,Preciso comprar mantimentos esta tarde.,0.95
47,manual_data,I need to buy groceries this afternoon.,Preciso comprar mantimentos esta tarde.,gemmaX,sem_prompt,gemma3,prompt4,Preciso abastecer a despensa nesta tarde.,0.9188
129,manual_data,arm and a leg,"Um braço e uma perna
",gemini,prompt2,gpt,prompt2,Um braço e uma perna.,0.9218
129,manual_data,arm and a leg,"Um braço e uma perna
",gemini,prompt2,gpt,prompt4,custo de um olho da cara,0.8868
129,manual_data,arm and a leg,"Um braço e uma perna
",gemini,prompt2,gemini,prompt4,Um rim e um figado,0.9199
129,manual_data,arm and a leg,"Um braço e uma perna
",gemini,prompt2,gemma3,prompt2,Um braço e uma perna.,0.9218
129,manual_data,arm and a leg,"Um braço e uma perna
",gemini,prompt2,gemma3,prompt4,Ver o sono eterno.,0.8323
129,manual_data,arm and a leg,"Um braço e uma perna
",gemini,prompt2,gemmaX,sem_prompt,um braço e uma perna,0.9468
619,manual_data,I worked on my computer for two hours.,Eu trabalhei no meu computador por duas horas.,gemmaX,sem_prompt,gpt,prompt2,Eu trabalhei no meu computador por duas horas.,0.95
619,manual_data,I worked on my computer for two hours.,Eu trabalhei no meu computador por duas horas.,gemmaX,sem_prompt,gpt,prompt4,Trabalhei no meu computador por duas horas.,0.9381
619,manual_data,I worked on my computer for two hours.,Eu trabalhei no meu computador por duas horas.,gemmaX,sem_prompt,gemini,prompt2,Eu trabalhei no meu computador por duas horas.,0.95
619,manual_data,I worked on my computer for two hours.,Eu trabalhei no meu computador por duas horas.,gemmaX,sem_prompt,gemini,prompt4,Eu debrucei sobre o computador por duas horas.,0.9251
619,manual_data,I worked on my computer for two hours.,Eu trabalhei no meu computador por duas horas.,gemmaX,sem_prompt,gemma3,prompt2,Eu trabalhei no meu computador por duas horas.,0.95
619,manual_data,I worked on my computer for two hours.,Eu trabalhei no meu computador por duas horas.,gemmaX,sem_prompt,gemma3,prompt4,Passei duas horas imerso no meu computador.,0.9319
31,manual_data,close to my heart,"Perto do meu coração.
",gemini,prompt2,gpt,prompt2,perto do meu coração,0.933
31,manual_data,close to my heart,"Perto do meu coração.
",gemini,prompt2,gpt,prompt4,Perto do meu coração.,0.9588
31,manual_data,close to my heart,"Perto do meu coração.
",gemini,prompt2,gemini,prompt4,Perto do meu coração.,0.9588
31,manual_data,close to my heart,"Perto do meu coração.
",gemini,prompt2,gemma3,prompt2,Perto do meu coração.,0.9588
31,manual_data,close to my heart,"Perto do meu coração.
",gemini,prompt2,gemma3,prompt4,No âmago do meu ser.,0.8742
31,manual_data,close to my heart,"Perto do meu coração.
",gemini,prompt2,gemmaX,sem_prompt,perto do meu coração,0.933
546,manual_data,They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,gemma3,prompt2,gpt,prompt2,Eles estão tirando fotos em frente ao monumento.,0.95
546,manual_data,They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,gemma3,prompt2,gpt,prompt4,Eles estão registrando momentos em frente ao monumento.,0.9623
546,manual_data,They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,gemma3,prompt2,gemini,prompt2,Eles estão tirando fotos em frente ao monumento.,0.95
546,manual_data,They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,gemma3,prompt2,gemini,prompt4,Eles estão posando para a história diante do monumento.,0.9449
546,manual_data,They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,gemma3,prompt2,gemma3,prompt4,Estão eternizando o instante à sombra da memória.,0.8881
546,manual_data,They are taking pictures in front of the monument.,Eles estão tirando fotos em frente ao monumento.,gemma3,prompt2,gemmaX,sem_prompt,Estão a tirar fotografias em frente ao monumento.,0.9454
503,manual_data,She is typing on her computer.,Ela está digitando em seu computador.,gemmaX,sem_prompt,gpt,prompt2,Ela está digitando no computador dela.,0.9716
503,manual_data,She is typing on her computer.,Ela está digitando em seu computador.,gemmaX,sem_prompt,gpt,prompt4,Ela está digitando no computador dela.,0.9716
503,manual_data,She is typing on her computer.,Ela está digitando em seu computador.,gemmaX,sem_prompt,gemini,prompt2,Ela está digitando no computador.,0.9676
503,manual_data,She is typing on her computer.,Ela está digitando em seu computador.,gemmaX,sem_prompt,gemini,prompt4,Ela está tecendo palavras na tela.,0.9149
503,manual_data,She is typing on her computer.,Ela está digitando em seu computador.,gemmaX,sem_prompt,gemma3,prompt2,Ela está digitando no computador dela.,0.9716
503,manual_data,She is typing on her computer.,Ela está digitando em seu computador.,gemmaX,sem_prompt,gemma3,prompt4,Ela tece palavras na tela.,0.8973
514,manual_data,He took a walk in the park.,"Ele deu um passeio no parque.
",gemini,prompt2,gpt,prompt2,Ele deu um passeio no parque.,0.9564
514,manual_data,He took a walk in the park.,"Ele deu um passeio no parque.
",gemini,prompt2,gpt,prompt4,Ele deu uma volta no parque.,0.9868
514,manual_data,He took a walk in the park.,"Ele deu um passeio no parque.
",gemini,prompt2,gemini,prompt4,Deu uma volta no parque.,0.9848
514,manual_data,He took a walk in the park.,"Ele deu um passeio no parque.
",gemini,prompt2,gemma3,prompt2,Ele deu uma caminhada no parque.,0.9866
514,manual_data,He took a walk in the park.,"Ele deu um passeio no parque.
",gemini,prompt2,gemma3,prompt4,Ele deu um passeio pela vida.,0.9741
514,manual_data,He took a walk in the park.,"Ele deu um passeio no parque.
",gemini,prompt2,gemmaX,sem_prompt,Ele deu uma caminhada no parque.,0.9866
468,manual_data,all's fair in love and war,Tudo é justo no amor e na guerra,gemmaX,sem_prompt,gpt,prompt2,Tudo vale em amor e guerra.,0.9354
468,manual_data,all's fair in love and war,Tudo é justo no amor e na guerra,gemmaX,sem_prompt,gpt,prompt4,Vale tudo em amor e guerra.,0.9183
468,manual_data,all's fair in love and war,Tudo é justo no amor e na guerra,gemmaX,sem_prompt,gemini,prompt2,"Em amor e guerra, vale tudo.",0.9052
468,manual_data,all's fair in love and war,Tudo é justo no amor e na guerra,gemmaX,sem_prompt,gemini,prompt4,"No amor e na guerra, vale tudo.",0.9183
468,manual_data,all's fair in love and war,Tudo é justo no amor e na guerra,gemmaX,sem_prompt,gemma3,prompt2,Tudo é justo no amor e na guerra.,0.9167
468,manual_data,all's fair in love and war,Tudo é justo no amor e na guerra,gemmaX,sem_prompt,gemma3,prompt4,Tudo vale nos campos do amor e da batalha.,0.912
215,manual_data,fish out of water,peixe fora d'água,gpt,prompt2,gpt,prompt4,fora do seu elemento,0.8649
215,manual_data,fish out of water,peixe fora d'água,gpt,prompt2,gemini,prompt2,Peixe fora d'água,0.8803
215,manual_data,fish out of water,peixe fora d'água,gpt,prompt2,gemini,prompt4,Peixe fora d'água.,0.8713
215,manual_data,fish out of water,peixe fora d'água,gpt,prompt2,gemma3,prompt2,Peixe fora d'água,0.8803
215,manual_data,fish out of water,peixe fora d'água,gpt,prompt2,gemma3,prompt4,Peixe fora d'água.,0.8713
215,manual_data,fish out of water,peixe fora d'água,gpt,prompt2,gemmaX,sem_prompt,peixe fora d'água,0.95
371,manual_data,She is dancing to the music.,"Ela está dançando ao som da música.
",gemini,prompt2,gpt,prompt2,Ela está dançando ao som da música.,0.9554
371,manual_data,She is dancing to the music.,"Ela está dançando ao som da música.
",gemini,prompt2,gpt,prompt4,Ela está dançando com a vida.,0.9505
371,manual_data,She is dancing to the music.,"Ela está dançando ao som da música.
",gemini,prompt2,gemini,prompt4,Ela está no ritmo da vida.,0.9551
371,manual_data,She is dancing to the music.,"Ela está dançando ao som da música.
",gemini,prompt2,gemma3,prompt2,Ela está dançando ao som da música.,0.9554
371,manual_data,She is dancing to the music.,"Ela está dançando ao som da música.
",gemini,prompt2,gemma3,prompt4,Ela se entrega ao ritmo.,0.9248
371,manual_data,She is dancing to the music.,"Ela está dançando ao som da música.
",gemini,prompt2,gemmaX,sem_prompt,Ela está dançando com a música.,0.9479
586,manual_data,They are eating lunch together.,"Eles estão almoçando juntos.
",gemini,prompt2,gpt,prompt2,Eles estão almoçando juntos.,0.9567
586,manual_data,They are eating lunch together.,"Eles estão almoçando juntos.
",gemini,prompt2,gpt,prompt4,Eles estão compartilhando o pão.,0.9379
586,manual_data,They are eating lunch together.,"Eles estão almoçando juntos.
",gemini,prompt2,gemini,prompt4,Estão partilhando o pão.,0.9102
586,manual_data,They are eating lunch together.,"Eles estão almoçando juntos.
",gemini,prompt2,gemma3,prompt2,Eles estão almoçando juntos.,0.9567
586,manual_data,They are eating lunch together.,"Eles estão almoçando juntos.
",gemini,prompt2,gemma3,prompt4,Compartilham um pedaço de tempo.,0.8696
586,manual_data,They are eating lunch together.,"Eles estão almoçando juntos.
",gemini,prompt2,gemmaX,sem_prompt,Estão almoçando juntos.,0.9581
161,manual_data,a voice in the wilderness,"Uma voz no deserto
",gemini,prompt2,gpt,prompt2,uma voz no deserto,0.932
161,manual_data,a voice in the wilderness,"Uma voz no deserto
",gemini,prompt2,gpt,prompt4,uma voz que clama no deserto,0.9134
161,manual_data,a voice in the wilderness,"Uma voz no deserto
",gemini,prompt2,gemini,prompt4,Uma voz no deserto.,0.9068
161,manual_data,a voice in the wilderness,"Uma voz no deserto
",gemini,prompt2,gemma3,prompt2,Uma voz no deserto,0.9602
161,manual_data,a voice in the wilderness,"Uma voz no deserto
",gemini,prompt2,gemma3,prompt4,Uma voz no deserto.,0.9068
161,manual_data,a voice in the wilderness,"Uma voz no deserto
",gemini,prompt2,gemmaX,sem_prompt,uma voz no deserto,0.932
263,manual_data,She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,gpt,prompt2,gpt,prompt4,Ela está assistindo a um filme no cinema.,0.95
263,manual_data,She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,gpt,prompt2,gemini,prompt2,Ela está assistindo a um filme no cinema.,0.95
263,manual_data,She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,gpt,prompt2,gemini,prompt4,Ela está com os olhos grudados na tela.,0.9059
263,manual_data,She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,gpt,prompt2,gemma3,prompt2,Ela está assistindo a um filme no cinema.,0.95
263,manual_data,She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,gpt,prompt2,gemma3,prompt4,Ela se entrega à tela na penumbra do palco.,0.8771
263,manual_data,She is watching a movie at the theater.,Ela está assistindo a um filme no cinema.,gpt,prompt2,gemmaX,sem_prompt,Ela está assistindo um filme no cinema.,0.9484
388,manual_data,She walked to the store.,"Ela caminhou até a loja.
",gemma3,prompt2,gpt,prompt2,Ela caminhou até a loja.,0.9577
388,manual_data,She walked to the store.,"Ela caminhou até a loja.
",gemma3,prompt2,gpt,prompt4,Ela caminhou para o mercado.,0.9825
388,manual_data,She walked to the store.,"Ela caminhou até a loja.
",gemma3,prompt2,gemini,prompt2,Ela caminhou para a loja.,0.9699
388,manual_data,She walked to the store.,"Ela caminhou até a loja.
",gemma3,prompt2,gemini,prompt4,Ela foi fazer compras.,0.9349
388,manual_data,She walked to the store.,"Ela caminhou até a loja.
",gemma3,prompt2,gemma3,prompt4,Ela trilhou até a mercearia.,0.9326
388,manual_data,She walked to the store.,"Ela caminhou até a loja.
",gemma3,prompt2,gemmaX,sem_prompt,Ela foi até a loja a pé.,0.9658
25,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gpt,prompt2,fácil como pãozinho,0.8812
25,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gpt,prompt4,fácil como um passeio no parque,0.919
25,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gemini,prompt4,Moleza.,0.8527
25,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gemma3,prompt2,Fácil como descascar uma laranja.,0.905
25,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gemma3,prompt4,Fácil como descascar uma laranja.,0.905
25,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gemmaX,sem_prompt,fácil como a torta,0.9159
571,manual_data,They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
",gemini,prompt2,gpt,prompt2,Eles estão sentados ao redor da fogueira.,0.9546
571,manual_data,They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
",gemini,prompt2,gpt,prompt4,Eles estão sentados ao redor da fogueira.,0.9546
571,manual_data,They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
",gemini,prompt2,gemini,prompt4,Estão reunidos ao redor da fogueira.,0.9428
571,manual_data,They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
",gemini,prompt2,gemma3,prompt2,Eles estão sentados ao redor da fogueira.,0.9546
571,manual_data,They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
",gemini,prompt2,gemma3,prompt4,Eles estão reunidos à luz bruxuleante.,0.8969
571,manual_data,They are sitting around the campfire.,"Eles estão sentados ao redor da fogueira.
",gemini,prompt2,gemmaX,sem_prompt,Estão sentados à volta da fogueira.,0.9664
34,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gpt,prompt2,fácil como um pedaço de bolo,0.9187
34,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gpt,prompt4,Mamão com açúcar.,0.9002
34,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gemini,prompt4,Moleza.,0.8527
34,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gemma3,prompt2,Fácil como descascar uma laranja.,0.905
34,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gemma3,prompt4,Moleza.,0.8527
34,manual_data,easy as pie,"Fácil como uma torta.
",gemini,prompt2,gemmaX,sem_prompt,fácil como a torta,0.9159
682,manual_data,She is ironing her clothes.,"Ela está passando suas roupas.
",gemini,prompt2,gpt,prompt2,Ela está passando as roupas dela.,0.9514
682,manual_data,She is ironing her clothes.,"Ela está passando suas roupas.
",gemini,prompt2,gpt,prompt4,Ela está passando suas roupas.,0.9562
