indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl,quartil
1490,newsmet,gemma3,prompt4,"LOL: Twitter Responds to ""a dozen armed FBI woke up Manafort by knocking on his bedroom door.""","Uma leva de agentes do FBI, despertos e determinados, acordaram Manafort com uma batida no portão do quarto.
",0,2434,Q1
1491,newsmet,gemma3,prompt4,"Burundi exits the ICC, an interview with David Paul Jacobs","## Burundi Sai do TPI, uma entrevista com David Paul Jacobs

Burundi deu um rasante na Corte Penal Internacional, um adeus definitivo. É como se o país, cansado de ser cutucado, resolvesse esticar as pernas e seguir seu próprio caminho. David Paul Jacobs, que acompanha a região de perto, nos ajuda a entender o que se passa por trás dessa decisão.

“É um movimento carregado de simbolismo,” explica Jacobs. “Para Burundi, era como carregar um fardo pesado demais. A Corte, para eles, talvez representasse mais uma acusação do que uma busca por justiça.”

A decisão, que ecoa a desconfiança crescente em relação a organismos internacionais, levanta uma questão crucial: o que significa a justiça para um país que se sente injustiçado? Jacobs argumenta que Burundi está buscando, talvez de forma equivocada, se livrar de rótulos e reconstruir sua imagem. Mas o processo, ele",0,2447,Q1
1495,newsmet,gpt,prompt4,Chicago Mayor Rahm Emanuel Walked Out On Chance The Rapper During A City Council Meeting,"O prefeito de Chicago, Rahm Emanuel, deixou Chance The Rapper na mão durante uma reunião do conselho da cidade.",0,2241,Q2
1497,newsmet,gemini,prompt4,"Harvey update: Media analyzes its own analysis of Melania Trump’s shoes, finds it not sexist","Harvey atualiza: A mídia analisa sua própria análise sobre os sapatos de Melania Trump, e conclui que não foi machista.
",0,1931,Q2
1499,newsmet,gemma3,prompt4,A NSC Official Booked a Room at Mar-a-Lago and the Government Picked up the Tab,"A NSC Reservou um Quarto em Mar-a-Lago e o Governo Pagou a Conta.
",0,2219,Q2
1500,newsmet,gemini,prompt4,"Photogallery - Pittsburgh Steelers dropped the ball, lost to New England Patriots","Photogallery - Pittsburgh Steelers: Os Steelers pisaram na bola, perderam para os Patriots.
",0,2074,Q2
1501,newsmet,gemini,prompt4,NEO – Saudi Arabia and Israel replace Syria with Lebanon as their next victim,"NEO – Arábia Saudita e Israel miram no Líbano, trocando a Síria por ele como próxima vítima.
",0,2012,Q2
1502,newsmet,gpt,prompt4,Reunion in New England: Patriots claim former tight end Martellus Bennett,Reunião na Nova Inglaterra: Patrões acolhem o ex-tight end Martellus Bennett.,0,2352,Q1
1503,newsmet,gemini,prompt4,Rick and Morty' just killed off a fan favorite,"Rick and Morty acabou de mandar um queridinho para o andar de cima.
",0,2184,Q2
1505,newsmet,gemini,prompt4,More U.S. Parks and Attractions Are Offering Online Reservations,"Mais parques e atrações nos EUA abrem suas portas virtuais.
",0,1943,Q2
1506,newsmet,gemini,prompt4,Burger King Russia Introduces The “Whoppercoin” – The Fast-Food Industry’s First Digital Currency,"Burger King Rússia Apresenta a ""Whoppercoin"": A Primeira Moeda Digital do Reino da Gordura.
",0,2322,Q1
1507,newsmet,gpt,prompt4,Cartier Hosted a Lavish Takeover of Governors Island With Caviar and Diamonds,A Cartier Realizou uma Luxuosa Tomada da Ilha Governors com Caviar e Diamantes.,0,2008,Q2
1511,newsmet,gemma3,prompt4,"Der Postillon: Mann mit 6800 Atomraketen bezeichnet Mann mit 15 Atomraketen als ""Rocket Man""","Homem com 6800 ogivas rotula homem com 15 ogivas de ""Míssilzinho"".",0,2455,Q1
1513,newsmet,gemma3,prompt4,Apple to Spend $$1 Billion on Original Content—Netflix and Amazon Are Unimpressed,A Apple vai destinar 1 bilhão de dólares a conteúdo original – Netflix e Amazon nem se importam.,0,2243,Q2
1515,newsmet,gpt,prompt4,"Fox News host calls out Trump, GOP over phony 'secret society' FBI conspiracy",Apresentador da Fox News critica Trump e o GOP por conspiração 'falsa' da 'sociedade secreta' do FBI.,0,2124,Q2
1516,newsmet,gemma3,prompt4,"Gun Owners Need the NRA, and the NRA Needs You","Armeiros precisam da NRA, e a NRA precisa de vocês.",0,1996,Q2
1518,newsmet,gemini,prompt4,California adopts measure to take guns from those in the ‘Hate Crime Loophole’,"A Califórnia fecha a torneira da violência para quem flerta com o ódio.
",0,2292,Q1
1519,newsmet,gemma3,prompt4,"I Was In The Illuminati…now I Am Telling All (obama, Space Flights, Denver, Aliens)","Eu Estive na Ordem… Agora Revelarei Tudo (Obama, Viagens Espaciais, Denver, Seres de Outro Mundo).",0,2419,Q1
1521,newsmet,gemma3,prompt4,Afternoon Mirror: Reader Calls Me A ‘Truly Horrible Person’,Espelho da Tarde: Leitores Me Rotulam de Um 'Monstro de Home'.,0,2152,Q2
1524,newsmet,gemma3,prompt4,"Corker Says He Hasn’t Read Tax Bill, Denies Quid Pro Quo","Corker diz que não leu o projeto de lei tributário, nega ter feito acordo por conluio.",0,2137,Q2
1525,newsmet,gemini,prompt4,NJ Politics Digest: Judge Could Decide to Toss Menendez Charges,"Juiz pode mandar as acusações contra Menendez para o beleléu.
",0,2424,Q1
1526,newsmet,gemma3,prompt4,"Jim Bob Duggar humiliates 'single' Jana Duggar, brags up John-David on birthday","Jim Bob Duggar diminui Jana Duggar, ""solteirona"", enquanto exalta John-David no aniversário.
",0,2213,Q2
1528,newsmet,gemini,prompt4,Professor rightly cautions Cornell on celebrating its FIRE due process rating,"Professor adverte Cornell sobre a celebração da sua avaliação ""Justiça em Processo de Demissão"": fogo amigo pode pegar.
",0,2365,Q1
1529,newsmet,gemini,prompt4,"As ISIS’ Role in Syria Wanes, Other Conflicts Take the Stage","Na Síria, o Estado Islâmico perde força, e outros palcos se acendem.
",0,2210,Q2
1530,newsmet,gpt,prompt4,White supremacist finally served for ‘terror campaign’ targeting Jewish woman — after five months in hiding,Supremacista branco finalmente fez jus ao 'campanha de terror' contra mulher judia — após cinco meses no ocaso.,0,2313,Q1
1535,newsmet,gemini,prompt4,"Trump blames Texas mass shooting on mental illness. With 26 dead, it 'isn't a guns situation'","Trump joga a culpa do massacre no Texas na doença mental. Com 26 mortos, ""não é uma questão de armas"".
",0,2013,Q2
1536,newsmet,gemma3,prompt4,Saudi 5th-grade textbook: The “Hour” will come after Muslims “kill the Jews”,O momento chegará quando os muçulmanos silenciarem os judeus.,0,2579,Q1
1541,newsmet,gemma3,prompt4,Inez Barron Wants to Become the First Black NYC Council Speaker,Inez Barron almeja ascender ao posto de primeira presidente negra da Câmara Municipal de Nova York.,0,2183,Q2
1543,newsmet,gemini,prompt4,YIKES: Debbie Wasserman Schultz REALLY should have sat this one out,"A Debbie Wasserman Schultz realmente passou da validade nessa.
",0,2248,Q2
1544,newsmet,gemma3,prompt4,Homosexual Ellen DeGeneres faces backlash over Katy Perry tweet,"Ellen DeGeneres enfrenta reboliço por tuíte sobre Katy Perry, um turbilhão de críticas que a pegou de surpresa, como um raio em um dia ensolarado.",0,2319,Q1
1551,newsmet,gemma3,prompt4,Richard Dreyfuss's Son Harry Alleges Kevin Spacey Groped Him at Age 18,"O filho de Richard Dreyfuss, Harry, alega que Kevin Spacey o tocou de forma inadequada quando ele tinha 18 anos.",0,2324,Q1
1554,newsmet,gemini,prompt4,Man shot by Chicago police officer is awarded $$44.7 million,"A bala da lei rendeu 44,7 milhões de dólares.
",0,2534,Q1
1557,newsmet,gemini,prompt4,Multi-Year Breakout in Gold at $1400 Could Boost Junior Miners,"A Ruptura Multianual do Ouro em $1400 Pode Impulsionar as Mineradoras Júnior.
",0,2049,Q2
1559,newsmet,gemini,prompt4,"Photogallery - Transgender troop enlistment not happening yet, Pentagon delays it for 6 months","Fotogaleria - A tropa transgênero ainda não vai marchar, Pentágono adia a parada por 6 meses.
",0,2115,Q2
1560,newsmet,gemini,prompt4,Josh Duggar left kids with family ahead of his new baby,"Josh Duggar deixou os filhos sob os cuidados da família antes da chegada do novo rebento.
",0,2474,Q1
1561,newsmet,gemini,prompt4,"Toronto Maple Leafs may need to trade Leo Komarov, Tyler Bozak, or Matt Martin","Os Toronto Maple Leafs podem precisar se desfazer de Leo Komarov, Tyler Bozak ou Matt Martin.
",0,2282,Q1
1563,newsmet,gemma3,prompt4,The Cryptocurrency Phenomenon - What You Need To Know Moving Forward,"O Fenômeno Cripto: O Que Você Precisa Saber para Seguir em Frente.
",0,2145,Q2
1564,newsmet,gemma3,prompt4,Maintenance Man Recalls His Time On The 32nd Floor Before Las Vegas Shooting,"O Zelador Recorda Seus Dias no Trinta e Segundo Andar, Antes do Tiroteio em Las Vegas.",0,2244,Q2
1565,newsmet,gemma3,prompt4,America's Wealthiest Private School Admits Staff Showed Conversion Therapy Video,"A escola particular mais abastada da América admite que funcionários exibiram vídeo de ""terapia da conversão"".",0,2545,Q1
1566,newsmet,gemini,prompt4,"$$2,000/year Muslim girls’ school won’t provide toilet paper or soap for students ‘for cultural reasons’","Uma escola islâmica de meninas, que cobra 2.000 dólares por ano, não fornecerá papel higiênico ou sabão para as alunas, ""por questões culturais"".
",0,2568,Q1
1570,newsmet,gemini,prompt4,Bill Maher blames Fox News for white supremacy violence in Charlottesville,"Bill Maher atira a culpa da supremacia branca violenta em Charlottesville na Fox News.
",0,2434,Q1
1572,newsmet,gemini,prompt4,Catholics encounter the homeless on the streets of Hollywood,"Católicos se deparam com a miséria na passarela da fama.
",0,2548,Q1
1577,newsmet,gemini,prompt4,LOCK HIM UP: Kyle Adam Maraghy arrested for sucker punching fan at Panthers-Eagles game,"Botá-lo na jaula.
",0,2563,Q1
1578,newsmet,gemini,prompt4,Surgeons Remove 263 Coins And 100 Nails From One Man’s Stomach,"Cirurgiões extraem 263 moedas e 100 pregos do estômago de um homem.
",0,2479,Q1
1579,newsmet,gemini,prompt4,Photogallery - GOP postpones healthcare vote following Sen. McCain surgery,"Galeria de Fotos - GOP adia votação sobre saúde após cirurgia de Sen. McCain: a corda bamba arrebenta.
",0,1917,Q2
1583,newsmet,gpt,prompt4,Makeup artist demands apology from Ben Affleck for allegedly grabbing her bottom,Maquiadora exige pedido de desculpas de Ben Affleck por supostamente ter apalpado suas curvas.,0,2201,Q2
1589,newsmet,gemma3,prompt4,It Begins. Owner of Historic US Clothing Company Pulls Ads from NFL Games,A Cortina se Levanta. Proprietário de Marca de Vestuário Americana Histórica Retira Anúncios dos Jogos da NFL.,0,2292,Q1
1591,newsmet,gemini,prompt4,"Photogallery - California: lawmaker shelves health care proposal, receives death threat","Fotogaleria - Califórnia: legislador engaveta proposta de saúde, recebe ameaça de morte.
",0,2373,Q1
1593,newsmet,gpt,prompt4,"‘She did NOT wear that!’ Check out San Juan mayor’s latest statement t-shirt [pic, video]",Ela NÃO usou isso!,0,2397,Q1
1594,newsmet,gpt,prompt4,"Hurricane Harvey closes on Texas coast, slow-moving storm set to trigger massive floods","O furacão Harvey se aproxima da costa do Texas, tempestade vagarosa prestes a desencadear inundações gigantescas.",0,2059,Q2
1596,newsmet,gpt,prompt4,Photogallery - 'Disco Demolition Night’ 38 years later: Steve Dahl changes disco forever,Fotogaleria - 'Noite da Demolição do Disco’ 38 anos depois: Steve Dahl transforma o disco para sempre.,0,2220,Q2
1598,newsmet,gemini,prompt4,Libertarian Activist and Candidate for State Senate Corey Fauconier Calls on Fellow African-Americans to Vote Hyra!,"Corey Fauconier, ativista libertário e candidato ao Senado Estadual, conclamou seus irmãos afro-americanos a votar em Hyra!
",0,2118,Q2
1599,newsmet,gemma3,prompt4,Big Government and Environmentalists Are Causing Massive Fires in Western States,"O Estado Gigante e os Ambientalistas Estão Incendiando as Chamas de um Caos Colossal nos Estados do Oeste.
",0,2452,Q1
1600,newsmet,gemma3,prompt4,Video from 2012: What did Jimmy Kimmel know about Harvey Weinstein and when did he know it?,Vídeo de 2012: Que porão Harvey Weinstein Jimmy Kimmel conhecia e quando soube?,0,2147,Q2
1603,newsmet,gemini,prompt4,Writer triggered by Trump’s thwarted attempt to assault Puerto Ricans with cans of chicken,"Escritor chocado com a tentativa frustrada de Trump de atirar galinhas enlatadas nos porto-riquenhos.
",0,2216,Q2
1609,newsmet,gemma3,prompt4,Cardinal Says Countries Have Right to Reject Migrants Who Won’t Assimilate,O Cardeal Declara que Países Têm o Direito de Rejeitar Migrantes que Recusam-se a Integrar.,0,2188,Q2
1612,newsmet,gpt,prompt4,St. Louis Protests: Police Say They ‘Owned’ the Night After 80 Arrests,Protestos em St. Louis: Polícia Afirma Que 'Dominou' a Noite Após 80 Prisões.,0,2297,Q1
1615,newsmet,gemini,prompt4,Photogallery - 'Dragon Ball Super' Spoilers reveal the next universe that will be erased,"Fotogaleria - Spoilers de 'Dragon Ball Super' revelam o próximo universo a ser riscado do mapa.
",0,2167,Q2
1616,newsmet,gpt,prompt4,Mylan finalizes their soft $465 million settlement over EpiPen defrauding of American taxpayers,A Mylan encerra seu acerto suave de $465 milhões sobre a fraude do EpiPen contra os contribuintes americanos.,0,2166,Q2
1617,newsmet,gemini,prompt4,St. Louis couple wins $32.4 million over illegal Bible-thumping robocalls voiced by Mike Huckabee,"Casal de St. Louis fatura bolada de 32,4 milhões de dólares por telemarketing bíblico ilegal com a voz de Mike Huckabee – e cala a matraca.
",0,2241,Q2
1620,newsmet,gemini,prompt4,House Republicans Release Secret Memo Accusing Russia Investigators of Bias,"Republicanos da Câmara Despejam o Lixo da Desconfiança sobre Investigadores da Rússia.
",0,2218,Q2
1622,newsmet,gemma3,prompt4,"RNC asks Democrats 'Where's your plan?' for health care, gets owned in response","O RNC questiona os Democratas: ""Onde está o plano de vocês?"" para a saúde, e leva um balde de água fria como resposta.",0,2142,Q2
1624,newsmet,gemini,prompt4,18 states are suing Betsy DeVos for putting for-profit college fraudsters over student borrowers,"Dezoito estados processam Betsy DeVos por dar guarida a vigaristas de faculdades lucrativas em detrimento dos estudantes endividados.
",0,2192,Q2
1625,newsmet,gemini,prompt4,"Marshawn Lynch, Michael Bennett sit out national anthem during weekend NFL games","Marshawn Lynch e Michael Bennett ficaram na moita durante o hino nacional nos jogos da NFL do fim de semana.
",0,2076,Q2
1627,newsmet,gpt,prompt4,McCain tells Clinton to ‘shut up’ like he did,"McCain diz a Clinton para 'calar a boca', como fez.",0,2282,Q1
1628,newsmet,gemma3,prompt4,India is building an Israel-developed fence along its Pakistan border,A Índia ergue um muro israelense na fronteira com o Paquistão.,0,2415,Q1
1630,newsmet,gemma3,prompt4,Even Republicans assume Trump leaked Kislyak intercepts to force out Jeff Sessions,Até republicanos admitem que Trump soltou as intercepções com Kislyak para dar um jeito em Jeff Sessions.,0,2036,Q2
1631,newsmet,gemma3,prompt4,Nigerian Christian: “Why do they think Islam is a religion of peace? These people have been killing us for decades.”,"Por que insistem em pintar o Islã de um manto de oliveira, quando suas lâminas têm manchado nossa terra por décadas?",0,2443,Q1
1633,newsmet,gemini,prompt4,Los Angeles police are arresting people for speaking 20 seconds over their allotted time at city meetings,"A polícia de Los Angeles está prendendo pessoas por falar 20 segundos a mais do que o tempo permitido nas reuniões da cidade.
",0,2260,Q2
1636,newsmet,gemma3,prompt4,Japanese Princess Mako leaves royal status after marrying a commoner,A princesa Mako japonesa renuncia ao seu cetro para trilhar o caminho do amor com um homem de mundo.,0,2383,Q1
1639,newsmet,gemma3,prompt4,Reporter Who Exposed BBC Child Abuse Cover Up Found Dead,O repórter que desmascarou o encobrimento de abusos infantis da BBC feneceu.,0,2224,Q2
1640,newsmet,gemini,prompt4,Megyn Kelly cracks 'joke' asking 'Will & Grace' fan if watching show made him choose to be gay,"Megyn Kelly ""brinda"" com uma ""piada"", perguntando a um fã de ""Will & Grace"" se assistir à série o fez ""pendurar as chuteiras"" da heterossexualidade.
",0,2225,Q2
